state,year,population,violent_total,murder,rape,robbery,aggravated_assault,property_total,burglary,larceny ,vehicle_theft,unemployment
WA,2000,5894121,369.7,3.3,46.4,98.6,221.3,4736,907.3,3234.6,594.1,5.167
WA,2001,5993390,354.7,3,43.4,99,209.3,4792.5,884.7,3255.8,652,6.3
WA,2002,6067060,345.5,3,45.1,95.5,201.9,4762.9,905.7,3189.8,667.4,7.408
WA,2003,6131298,346.9,3,46.7,93.3,204,4755,950.4,3142.1,662.5,7.408
WA,2004,6207046,343.6,3.1,46,94.5,200,4846.7,976.8,3173.4,696.5,6.267
WA,2005,6291899,346,3.3,44.7,92,205.7,4890,959.1,3147,783,5.55
WA,2006,6395798,348.7,3.1,43,100.4,202.2,4510.1,920,2864.1,726,5.042
WA,2007,6468424,336.5,2.7,41,94,198.8,4047,817.4,2640.2,589.3,4.708
WA,2008,6549224,334.2,2.9,40.5,98,192.7,3806.3,811.3,2550.1,444.8,5.383
WA,2009,6664195,336.3,2.9,38.8,100.7,194,3679.6,796,2527.3,356.3,9.142
WA,2010,6742950,313.5,2.3,38.2,87.9,185,3699.1,818.5,2498.8,381.8,10
WA,2011,6823267,295.3,2.4,34,82.5,176.5,3579.1,828.9,2386.4,363.8,9.292
WA,2012,6895318,298.1,3.1,32.6,84.1,178.2,3689.1,890.1,2412.3,386.7,8.133
WA,2013,6973742,290,2.4,29.7,83.6,166.7,3715.9,838.7,2469.6,407.6,7.033
WA,2014,7061530,285.2,2.5,30.7,79.9,164.7,3706.1,783,2489.1,434,6.125
WV,1976,1821000,151.6,6.7,10.3,38,96.6,2168,573.1,1459,135.9,7.342
WV,1977,1859000,152.3,6,13.2,42.2,90.9,2102.4,597.4,1341.7,163.3,6.883
WV,1978,1860000,167.7,6.8,14.7,46.3,99.9,2102.4,648.3,1278.3,175.8,6.217
WV,1979,1878000,168.1,6.8,15.5,43.9,101.8,2157.2,636.8,1318.2,202.3,6.95
WV,1980,1930787,183.7,7.1,15.8,48.5,112.2,2367.9,738.5,1429.8,199.7,9.458
WV,1981,1951000,174.8,6,14.8,50.2,103.7,2443.9,775.1,1480.5,188.4,10.567
WV,1982,1948000,174.8,5.2,15.5,49.8,104.3,2336.4,717.9,1435.4,183.1,13.983
WV,1983,1965000,171.8,4.9,13.4,44.2,109.3,2247.2,684.7,1380.9,181.6,17.825
WV,1984,1952000,168.2,4.4,15.6,38.1,110,2167.7,648,1347.1,172.5,14.8
WV,1985,1936000,166,3.8,18.5,37.6,106.1,2086.8,618.4,1301.2,167.3,13.133
WV,1986,1919000,164.5,5.9,18.9,41,98.6,2152.2,625.3,1357.7,169.2,11.8
WV,1987,1897000,137.3,4.8,22.6,31.2,78.7,2053.4,603.6,1288.1,161.7,10.842
WV,1988,1884000,131.4,4.9,18.7,34.2,73.6,2107.4,610.9,1334.8,161.7,9.85
WV,1989,1857000,146.7,6.5,18.7,42.7,78.8,2216.2,626.5,1432.8,156.8,8.625
WV,1990,1793477,169.3,5.7,23.6,37.9,102.1,2333.7,657.1,1522.7,153.9,8.458
WV,1991,1801000,191,6.2,23,43.3,118.5,2472.4,666.8,1630.7,174.9,10.65
WV,1992,1812000,211.5,6.3,21.7,43.5,140,2398.2,622.9,1611.5,163.8,11.317
WV,1993,1820000,208.4,6.9,20.1,43,138.5,2324.2,599.1,1563.5,161.5,10.633
WV,1994,1822000,215.8,5.4,20.3,42.4,147.6,2312.6,585.8,1547.1,179.7,8.842
WV,1995,1828000,210.2,4.9,21.2,42.7,141.4,2248,565,1516.6,166.3,7.867
WV,1996,1826000,210.1,3.8,19.6,40.4,146.3,2273.3,546.5,1549.8,176.9,7.517
WV,1997,1816000,218.7,4.1,19.5,43.1,151.9,2250.4,586.3,1483.1,181,6.858
WV,1998,1811000,248.6,4.3,18.7,37.3,188.3,2298.6,613.5,1497.9,187.2,6.617
WV,1999,1806928,350.7,4.4,18.7,36.6,291,2370,570.2,1591.7,208.2,6.458
WV,2000,1808344,316.5,2.5,18.3,41.4,254.2,2286.3,546.9,1556.1,183.3,5.483
WV,2001,1800975,279.6,2.2,17.8,39.3,220.3,2281.3,533.1,1569.6,178.6,5.008
WV,2002,1804884,233.9,3.2,18.2,36.4,176.1,2277.1,536.2,1525,216,5.917
WV,2003,1811440,255.4,4,17.2,38.7,195.5,2339,579.5,1568.3,191.2,6.05
WV,2004,1812548,281.9,3.8,19.1,42.7,216.4,2555.8,606.5,1741.5,207.8,5.325
WV,2005,1814083,274,4.5,18.5,45,205.9,2633,624.8,1797,211,5.108
WV,2006,1818470,281.2,4.4,22.2,46.9,207.6,2636.3,636.7,1776.5,223.1,4.942
WV,2007,1812035,276.8,3.6,21.4,46.7,205.1,2517.6,597.2,1728.5,191.9,4.583
WV,2008,1814468,275.9,3.7,21.4,49.4,201.4,2533.6,597.4,1761.8,174.4,4.358
WV,2009,1819777,305.2,4.6,25.8,50.2,224.5,2539.6,659.7,1728.4,151.5,7.725
WV,2010,1854368,301.2,3.1,19.5,41.8,236.7,2227.2,581.2,1515.6,130.4,8.642
WV,2011,1854908,296.3,4.7,20.1,43.2,228.4,2103,552.3,1437.1,113.6,8.058
WV,2012,1856680,320.1,3.8,22.4,45,249,2396.8,617.6,1658.9,120.3,7.508
WV,2013,1853595,305.2,3.3,19.8,35.2,228.9,2154.1,534.5,1513.5,106.1,6.792
WV,2014,1850326,302,4,15.4,35.2,235.5,2034.7,484.9,1447.3,102.5,6.642
WI,1976,4609000,137.7,3,11.8,59.3,63.5,3763,843.8,2696.4,222.8,5.542
WI,1977,4651000,131.5,2.8,12.9,52.2,63.7,3681.9,846.9,2614.2,220.7,5.1
WI,1978,4679000,132.2,2.5,14.5,49.9,65.2,3748.1,846.3,2672.3,229.5,5.017
WI,1979,4720000,166.1,3.4,16.1,60.5,86.1,4221.9,949.3,3005.9,266.7,4.567
WI,1980,4680917,182.6,2.9,14.9,70.7,94.1,4616,1079.4,3291.4,245.2,7.208
WI,1981,4739000,187.9,3.4,15.7,68.6,100.2,4579,1072.2,3289.6,217.2,8.008
WI,1982,4765000,190.5,3.1,14.3,71.2,101.9,4248.6,977.2,3088.7,182.7,10.517
WI,1983,4751000,190.9,2.8,18.1,71.9,98.1,4064.8,883.6,2976.9,204.3,10.25
WI,1984,4766000,196.5,2.5,16.6,66.4,111.1,3975.7,834.1,2906.5,235.1,7.375
WI,1985,4775000,206.9,2.8,18.3,70.2,115.6,3809.8,795.5,2792.6,221.6,7.192
WI,1986,4785000,257.9,3.1,20.1,72.8,161.9,3838.9,782.9,2802.2,253.8,6.983
WI,1987,4807000,249.9,3.5,19.8,66.4,160.2,3919.5,842.6,2830.4,246.5,5.908
WI,1988,4858000,214.4,3,19.9,67.1,124.5,3757.6,729.2,2759.3,269.2,4.417
WI,1989,4867000,222.6,3.6,20.4,75.2,123.4,3942.2,733.2,2877.3,331.7,4.35
WI,1990,4891769,264.7,4.6,20.7,112.7,126.7,4130.4,751.4,2962.6,416.5,4.375
WI,1991,4955000,277,4.8,25.4,119,127.7,4188.9,751.6,3000.9,436.4,5.5
WI,1992,5007000,275.7,4.4,26.3,119.8,125.3,4043.3,691.9,2919.9,431.5,5.117
WI,1993,5038000,264.4,4.4,25.2,113.4,121.4,3789.7,663,2762,364.7,4.775
WI,1994,5082000,270.5,4.5,23.5,112.9,129.7,3673.8,645.9,2667.4,360.5,4.525
WI,1995,5123000,281.1,4.3,23.3,105.1,148.4,3604.6,613.2,2627.8,363.6,3.8
WI,1996,5160000,252.7,4,21,96.6,131.1,3568.7,588.3,2634.5,345.9,3.608
WI,1997,5170000,270.6,4,20.3,100.9,145.5,3407.1,570.7,2533.9,302.5,3.558
WI,1998,5224000,249,3.6,19.9,85.6,139.9,3294.1,569.3,2452.8,272,3.35
WI,1999,5250446,245.8,3.4,20.1,84.7,137.6,3050.3,488.2,2298.9,263.2,3.117
WI,2000,5363675,236.8,3.2,21.7,84.6,127.3,2972.3,469.5,2229.9,272.9,3.525
WI,2001,5405947,231,3.6,21.1,82.2,124.1,3087.8,498.1,2317.4,272.3,4.525
WI,2002,5439692,225,2.8,22.7,86.6,112.8,3028.6,513.4,2267.9,247.4,5.375
WI,2003,5474290,221.1,3.3,22,80.3,115.5,2880.4,484.9,2169.7,225.8,5.7
WI,2004,5503533,209.8,2.8,20.6,73.9,112.5,2665.7,433.4,2025.6,206.7,5.025
WI,2005,5527644,242,3.7,20.5,82.4,135.2,2669,442.3,2000,228,4.742
WI,2006,5556506,286.1,3,22.2,100.1,160.8,2821,486.6,2081.9,252.5,4.742
WI,2007,5601640,291.5,3.3,21.9,97.8,168.5,2843.9,497.9,2105.8,240.3,4.9
WI,2008,5627967,275.5,2.6,20,91.7,161.2,2762.2,487.9,2069.2,205.1,4.908
WI,2009,5654774,259.1,2.6,19.8,86.7,150,2611.8,474.2,1979.7,158,8.575
WI,2010,5691659,248.9,2.7,20.9,79.3,145.9,2508.6,468,1897.4,143.2,8.667
WI,2011,5709843,249.9,2.4,20.8,80.6,146.1,2450.4,475.8,1829.7,144.9,7.758
WI,2012,5724554,283.9,3,21.5,82,177.6,2459.2,487.9,1827.5,143.8,7.042
WI,2013,5742953,280.7,2.8,22.8,84.2,161.7,2188.7,424.1,1635.8,128.7,6.725
WI,2014,5757564,290.3,2.9,20.3,88,170.4,2088.3,368.5,1547.6,172.3,5.392
WY,1976,390000,218.2,6.9,24.9,29.2,157.2,3756.9,764.6,2750.3,242.1,3.992
WY,1977,406000,240.9,5.4,21.9,39.7,173.9,3865.8,811.6,2772.2,282,3.417
WY,1978,424000,280.4,7.1,23.6,48.1,201.7,4214.2,836.1,3035.6,342.5,3.017
WY,1979,450000,350.9,9.1,27.6,42.2,272,4473.1,863.8,3246,363.3,2.733
WY,1980,468954,392.6,6.2,28.6,44.4,313.5,4593.8,903.7,3344.9,345.2,3.842
WY,1981,492000,430.1,5.5,35.4,41.9,347.4,4701.8,961,3449.6,291.3,4.058
WY,1982,502000,304.2,9.2,27.1,34.3,233.7,4499.8,882.9,3367.1,249.8,6.2
WY,1983,514000,237.2,5.8,21.4,29.8,180.2,3776.7,705.4,2905.1,166.1,8.133
WY,1984,511000,242.1,3.3,20.9,23.1,194.7,3440.7,641.7,2645.4,153.6,6.258
WY,1985,509000,256.8,4.3,22.4,20,210,3758.3,690.6,2894.3,173.5,6.858
WY,1986,507000,293.1,5.3,21.9,22.5,243.4,4064.1,817.4,3078.1,168.6,8.883
WY,1987,490000,283.1,2,31.4,20,229.6,3748.2,717.6,2892,138.6,8.058
WY,1988,471000,314,2.5,24,15.1,272.4,3653.1,658.8,2851.8,142.5,6.467
WY,1989,475000,258.3,4.4,28.2,17.1,208.6,3630.7,631.8,2861.7,137.3,6.15
WY,1990,453588,301.4,4.9,29.5,15.9,251.1,3909.3,631,3129.3,149,5.3
WY,1991,460000,310.2,3.3,25.9,17.2,263.9,4078.7,692.2,3232,154.6,5.225
WY,1992,466000,319.5,3.6,35,18,262.9,4255.6,671,3434.1,150.4,5.592
WY,1993,470000,286.2,3.4,34.3,17.2,231.3,3876.8,643.2,3078.7,154.9,5.35
WY,1994,476000,272.5,3.4,33.6,16.6,218.9,4017.2,650.6,3204.6,162,4.975
WY,1995,480000,254.2,2.1,34.4,17.9,199.8,4066,612.1,3286.3,167.7,4.8
WY,1996,481000,249.7,3.3,29.1,20.4,196.9,4004.4,662,3203.3,139.1,4.933
WY,1997,480000,255.2,3.5,28.5,17.7,205.4,3925.6,624.6,3166.3,134.8,4.783
WY,1998,481000,247.6,4.8,27.7,16.2,199,3560.1,560.5,2860.5,139.1,4.7
WY,1999,479602,232.5,2.3,28.6,15.4,186.2,3225.2,489.8,2611.1,124.3,4.642
WY,2000,493782,266.5,2.4,32.4,14.2,217.5,3031.5,420.8,2494.6,116,3.908
WY,2001,493754,257.6,1.8,31,17,207.8,3264.8,502.5,2621.3,141,3.825
WY,2002,498830,273.4,3,29.7,18.6,222.1,3306.5,490.7,2666.8,148.9,4.042
WY,2003,502111,261.7,2.8,27.1,16.7,215.1,3315.6,520,2636.7,158.9,4.275
WY,2004,505887,229.9,2.2,22.1,13.2,192.3,3338.5,541.2,2639.3,157.9,3.808
WY,2005,508798,230,2.8,24,15.3,188.3,3158,476.8,2536,145,3.583
WY,2006,515004,253.8,2.5,29.3,14,208,2986.6,450.9,2379.6,156.1,3.175
WY,2007,522830,257.1,4,32.9,16.1,204.1,2879.1,452.3,2271.3,155.5,2.817
WY,2008,532668,249.7,2.3,34.7,16.3,196.4,2725,412.6,2174.7,137.6,3.05
WY,2009,544270,219.7,2,31.6,14.3,171.8,2616.9,399.8,2078,139.1,6.325
WY,2010,564554,197.9,1.4,28.7,13.6,154.1,2456.6,381,1970.8,104.9,6.458
WY,2011,567356,219.4,3.2,25.7,12.5,178,2269.8,328.5,1849.5,91.8,5.808
WY,2012,576626,201.3,2.4,26.7,10.6,161.6,2293,368.5,1823.2,101.3,5.317
WY,2013,583223,207.8,2.9,24.7,12.7,157.2,2196.2,335.4,1761.8,99.1,4.725
WY,2014,584153,195.5,2.7,21.6,9.1,153.9,1964.7,289.1,1572.4,103.2,4.158
